snapshot_date,origin,dest,airline,dep_date,days_to_dep,min_fare,currency
2025-03-18,LHR,BER,U2,2025-03-25,7,114.58,USD
2025-03-11,LHR,BER,BA,2025-03-25,14,110.02,USD
2025-03-11,LHR,BER,LH,2025-03-25,14,132.13,USD
2025-03-11,LHR,BER,EW,2025-03-25,14,117.19,USD
2025-03-11,LHR,BER,U2,2025-03-25,14,105.83,USD
2025-02-23,LHR,BER,BA,2025-03-25,30,113.46,USD
2025-02-23,LHR,BER,LH,2025-03-25,30,137.79,USD
2025-02-23,LHR,BER,EW,2025-03-25,30,108.96,USD
2025-02-23,LHR,BER,U2,2025-03-25,30,102.52,USD
2025-01-24,LHR,BER,BA,2025-03-25,60,105.06,USD
2025-01-24,LHR,BER,LH,2025-03-25,60,105.85,USD
2025-01-24,LHR,BER,EW,2025-03-25,60,133.02,USD
2025-01-24,LHR,BER,U2,2025-03-25,60,115.61,USD
2025-03-25,LHR,BER,BA,2025-03-26,1,202.72,USD
2025-03-25,LHR,BER,LH,2025-03-26,1,169.98,USD
2025-03-25,LHR,BER,EW,2025-03-26,1,201.43,USD
2025-03-25,LHR,BER,U2,2025-03-26,1,162.71,USD
2025-03-23,LHR,BER,BA,2025-03-26,3,131.55,USD
2025-03-23,LHR,BER,LH,2025-03-26,3,133.49,USD
2025-03-23,LHR,BER,EW,2025-03-26,3,123.85,USD
2025-03-23,LHR,BER,U2,2025-03-26,3,120.55,USD
2025-03-19,LHR,BER,BA,2025-03-26,7,125.34,USD
2025-03-19,LHR,BER,LH,2025-03-26,7,125.71,USD
2025-03-19,LHR,BER,EW,2025-03-26,7,144.52,USD
2025-03-19,LHR,BER,U2,2025-03-26,7,130.55,USD
2025-03-12,LHR,BER,BA,2025-03-26,14,120.9,USD
2025-03-12,LHR,BER,LH,2025-03-26,14,125.23,USD
2025-03-12,LHR,BER,EW,2025-03-26,14,154,USD
2025-03-12,LHR,BER,U2,2025-03-26,14,109.39,USD
2025-02-24,LHR,BER,BA,2025-03-26,30,143.65,USD
2025-02-24,LHR,BER,LH,2025-03-26,30,107.57,USD
2025-02-24,LHR,BER,EW,2025-03-26,30,94.33,USD
2025-02-24,LHR,BER,U2,2025-03-26,30,89.82,USD
2025-01-25,LHR,BER,BA,2025-03-26,60,123.02,USD
2025-01-25,LHR,BER,LH,2025-03-26,60,144.84,USD
2025-01-25,LHR,BER,EW,2025-03-26,60,123.42,USD
2025-01-25,LHR,BER,U2,2025-03-26,60,95.95,USD
2025-03-26,LHR,BER,BA,2025-03-27,1,173.37,USD
2025-03-26,LHR,BER,LH,2025-03-27,1,192.48,USD
2025-03-26,LHR,BER,EW,2025-03-27,1,164.9,USD
2025-03-26,LHR,BER,U2,2025-03-27,1,138.48,USD
2025-03-24,LHR,BER,BA,2025-03-27,3,139.36,USD
2025-03-24,LHR,BER,LH,2025-03-27,3,125.24,USD
2025-03-24,LHR,BER,EW,2025-03-27,3,125.29,USD
2025-03-24,LHR,BER,U2,2025-03-27,3,140.4,USD
2025-03-20,LHR,BER,BA,2025-03-27,7,136.54,USD
2025-03-20,LHR,BER,LH,2025-03-27,7,169.61,USD
2025-03-20,LHR,BER,EW,2025-03-27,7,100.07,USD
2025-03-20,LHR,BER,U2,2025-03-27,7,99.79,USD
2025-03-13,LHR,BER,BA,2025-03-27,14,135.5,USD
2025-03-13,LHR,BER,LH,2025-03-27,14,110.99,USD
2025-03-13,LHR,BER,EW,2025-03-27,14,123.05,USD
2025-03-13,LHR,BER,U2,2025-03-27,14,104.36,USD
2025-02-25,LHR,BER,BA,2025-03-27,30,113.41,USD
2025-02-25,LHR,BER,LH,2025-03-27,30,118.34,USD
2025-02-25,LHR,BER,EW,2025-03-27,30,137.8,USD
2025-02-25,LHR,BER,U2,2025-03-27,30,97.61,USD
2025-01-26,LHR,BER,BA,2025-03-27,60,131.94,USD
2025-01-26,LHR,BER,LH,2025-03-27,60,123.48,USD
2025-01-26,LHR,BER,EW,2025-03-27,60,151.19,USD
2025-01-26,LHR,BER,U2,2025-03-27,60,137,USD
2025-03-27,LHR,BER,BA,2025-03-28,1,188.12,USD
2025-03-27,LHR,BER,LH,2025-03-28,1,173.94,USD
2025-03-27,LHR,BER,EW,2025-03-28,1,170.21,USD
2025-03-27,LHR,BER,U2,2025-03-28,1,159.95,USD
2025-03-25,LHR,BER,BA,2025-03-28,3,159.96,USD
2025-03-25,LHR,BER,LH,2025-03-28,3,124.77,USD
2025-03-25,LHR,BER,EW,2025-03-28,3,171.63,USD
2025-03-25,LHR,BER,U2,2025-03-28,3,159.36,USD
2025-03-21,LHR,BER,BA,2025-03-28,7,164.75,USD
2025-03-21,LHR,BER,LH,2025-03-28,7,126.74,USD
2025-03-21,LHR,BER,EW,2025-03-28,7,163.45,USD
2025-03-21,LHR,BER,U2,2025-03-28,7,168.4,USD
2025-03-14,LHR,BER,BA,2025-03-28,14,116.72,USD
2025-03-14,LHR,BER,LH,2025-03-28,14,164.67,USD
2025-03-14,LHR,BER,EW,2025-03-28,14,148.36,USD
2025-03-14,LHR,BER,U2,2025-03-28,14,146.72,USD
2025-02-26,LHR,BER,BA,2025-03-28,30,178.21,USD
2025-02-26,LHR,BER,LH,2025-03-28,30,148.3,USD
2025-02-26,LHR,BER,EW,2025-03-28,30,141.72,USD
2025-02-26,LHR,BER,U2,2025-03-28,30,142.9,USD
2025-01-27,LHR,BER,BA,2025-03-28,60,128.26,USD
2025-01-27,LHR,BER,LH,2025-03-28,60,153.19,USD
2025-01-27,LHR,BER,EW,2025-03-28,60,153.14,USD
2025-01-27,LHR,BER,U2,2025-03-28,60,107.05,USD
2025-03-28,LHR,BER,BA,2025-03-29,1,196.14,USD
2025-03-28,LHR,BER,LH,2025-03-29,1,170.92,USD
2025-03-28,LHR,BER,EW,2025-03-29,1,208.84,USD
2025-03-28,LHR,BER,U2,2025-03-29,1,227.09,USD
2025-03-26,LHR,BER,BA,2025-03-29,3,143.02,USD
2025-03-26,LHR,BER,LH,2025-03-29,3,177.56,USD
2025-03-26,LHR,BER,EW,2025-03-29,3,175.63,USD
2025-03-26,LHR,BER,U2,2025-03-29,3,170.25,USD
2025-03-22,LHR,BER,BA,2025-03-29,7,125.96,USD
2025-03-22,LHR,BER,LH,2025-03-29,7,124.18,USD
2025-03-22,LHR,BER,EW,2025-03-29,7,127.98,USD
2025-03-22,LHR,BER,U2,2025-03-29,7,143.49,USD
2025-03-15,LHR,BER,BA,2025-03-29,14,142.99,USD
2025-03-15,LHR,BER,LH,2025-03-29,14,123.57,USD
2025-03-15,LHR,BER,EW,2025-03-29,14,126.37,USD
2025-03-15,LHR,BER,U2,2025-03-29,14,157.24,USD
2025-02-27,LHR,BER,BA,2025-03-29,30,134.25,USD
2025-02-27,LHR,BER,LH,2025-03-29,30,131.62,USD
2025-02-27,LHR,BER,EW,2025-03-29,30,146.72,USD
2025-02-27,LHR,BER,U2,2025-03-29,30,152.7,USD
2025-01-28,LHR,BER,BA,2025-03-29,60,120.98,USD
2025-01-28,LHR,BER,LH,2025-03-29,60,166.38,USD
2025-01-28,LHR,BER,EW,2025-03-29,60,124.92,USD
2025-01-28,LHR,BER,U2,2025-03-29,60,145.2,USD
2025-03-29,LHR,BER,BA,2025-03-30,1,227.34,USD
2025-03-29,LHR,BER,LH,2025-03-30,1,223.75,USD
2025-03-29,LHR,BER,EW,2025-03-30,1,170.11,USD
2025-03-29,LHR,BER,U2,2025-03-30,1,208.08,USD
2025-03-27,LHR,BER,BA,2025-03-30,3,173.67,USD
2025-03-27,LHR,BER,LH,2025-03-30,3,154.17,USD
2025-03-27,LHR,BER,EW,2025-03-30,3,127.99,USD
2025-03-27,LHR,BER,U2,2025-03-30,3,136.07,USD
2025-03-23,LHR,BER,BA,2025-03-30,7,158.75,USD
2025-03-23,LHR,BER,LH,2025-03-30,7,138.81,USD
2025-03-23,LHR,BER,EW,2025-03-30,7,159.14,USD
2025-03-23,LHR,BER,U2,2025-03-30,7,122.69,USD
2025-03-16,LHR,BER,BA,2025-03-30,14,121.84,USD
2025-03-16,LHR,BER,LH,2025-03-30,14,129.47,USD
2025-03-16,LHR,BER,EW,2025-03-30,14,146.44,USD
2025-03-16,LHR,BER,U2,2025-03-30,14,115.15,USD
2025-02-28,LHR,BER,BA,2025-03-30,30,101.85,USD
2025-02-28,LHR,BER,LH,2025-03-30,30,146.39,USD
2025-02-28,LHR,BER,EW,2025-03-30,30,129.98,USD
2025-02-28,LHR,BER,U2,2025-03-30,30,139.03,USD
2025-01-29,LHR,BER,BA,2025-03-30,60,132.7,USD
2025-01-29,LHR,BER,LH,2025-03-30,60,152.06,USD
2025-01-29,LHR,BER,EW,2025-03-30,60,139.66,USD
2025-01-29,LHR,BER,U2,2025-03-30,60,161.8,USD
2025-03-30,LHR,BER,BA,2025-03-31,1,156.49,USD
2025-03-30,LHR,BER,LH,2025-03-31,1,187.24,USD
2025-03-30,LHR,BER,EW,2025-03-31,1,142.3,USD
2025-03-30,LHR,BER,U2,2025-03-31,1,196.12,USD
2025-03-28,LHR,BER,BA,2025-03-31,3,114.04,USD
2025-03-28,LHR,BER,LH,2025-03-31,3,131.48,USD
2025-03-28,LHR,BER,EW,2025-03-31,3,145.48,USD
2025-03-28,LHR,BER,U2,2025-03-31,3,145.38,USD
2025-03-24,LHR,BER,BA,2025-03-31,7,155.36,USD
2025-03-24,LHR,BER,LH,2025-03-31,7,150.78,USD
2025-03-24,LHR,BER,EW,2025-03-31,7,130.84,USD
2025-03-24,LHR,BER,U2,2025-03-31,7,135.49,USD
2025-03-17,LHR,BER,BA,2025-03-31,14,116.18,USD
2025-03-17,LHR,BER,LH,2025-03-31,14,119.28,USD
2025-03-17,LHR,BER,EW,2025-03-31,14,119.31,USD
2025-03-17,LHR,BER,U2,2025-03-31,14,134.65,USD
2025-03-01,LHR,BER,BA,2025-03-31,30,145.64,USD
2025-03-01,LHR,BER,LH,2025-03-31,30,120.73,USD
2025-03-01,LHR,BER,EW,2025-03-31,30,120.36,USD
2025-03-01,LHR,BER,U2,2025-03-31,30,131.18,USD
2025-01-30,LHR,BER,BA,2025-03-31,60,137.54,USD
2025-01-30,LHR,BER,LH,2025-03-31,60,129,USD
2025-01-30,LHR,BER,EW,2025-03-31,60,112.37,USD
2025-01-30,LHR,BER,U2,2025-03-31,60,133.57,USD
2025-03-31,LHR,BER,BA,2025-04-01,1,182.71,USD
2025-03-31,LHR,BER,LH,2025-04-01,1,230.71,USD
2025-03-31,LHR,BER,EW,2025-04-01,1,214.99,USD
2025-03-31,LHR,BER,U2,2025-04-01,1,156.26,USD
2025-03-29,LHR,BER,BA,2025-04-01,3,144.69,USD
2025-03-29,LHR,BER,LH,2025-04-01,3,117.88,USD
2025-03-29,LHR,BER,EW,2025-04-01,3,150,USD
2025-03-29,LHR,BER,U2,2025-04-01,3,131.83,USD
2025-03-25,LHR,BER,BA,2025-04-01,7,151.95,USD
2025-03-25,LHR,BER,LH,2025-04-01,7,144.7,USD
2025-03-25,LHR,BER,EW,2025-04-01,7,124.09,USD
2025-03-25,LHR,BER,U2,2025-04-01,7,122.91,USD
2025-03-18,LHR,BER,BA,2025-04-01,14,115.15,USD
2025-03-18,LHR,BER,LH,2025-04-01,14,128,USD
2025-03-18,LHR,BER,EW,2025-04-01,14,123.67,USD
2025-03-18,LHR,BER,U2,2025-04-01,14,95.65,USD
2025-03-02,LHR,BER,BA,2025-04-01,30,116.66,USD
2025-03-02,LHR,BER,LH,2025-04-01,30,114.64,USD
2025-03-02,LHR,BER,EW,2025-04-01,30,116.43,USD
2025-03-02,LHR,BER,U2,2025-04-01,30,125.41,USD
2025-01-31,LHR,BER,BA,2025-04-01,60,138.16,USD
2025-01-31,LHR,BER,LH,2025-04-01,60,107.86,USD
2025-01-31,LHR,BER,EW,2025-04-01,60,115.09,USD
2025-01-31,LHR,BER,U2,2025-04-01,60,135.2,USD
2025-01-01,LHR,BER,BA,2025-04-01,90,128.96,USD
2025-01-01,LHR,BER,LH,2025-04-01,90,111.88,USD
2025-01-01,LHR,BER,EW,2025-04-01,90,80.95,USD
2025-01-01,LHR,BER,U2,2025-04-01,90,125.12,USD
2025-04-01,LHR,BER,BA,2025-04-02,1,169.96,USD
2025-04-01,LHR,BER,LH,2025-04-02,1,185.17,USD
2025-04-01,LHR,BER,EW,2025-04-02,1,204.69,USD
2025-04-01,LHR,BER,U2,2025-04-02,1,193.13,USD
2025-03-30,LHR,BER,BA,2025-04-02,3,151.95,USD
2025-03-30,LHR,BER,LH,2025-04-02,3,145.2,USD
2025-03-30,LHR,BER,EW,2025-04-02,3,132.72,USD
2025-03-30,LHR,BER,U2,2025-04-02,3,140.55,USD
2025-03-26,LHR,BER,BA,2025-04-02,7,108.42,USD
2025-03-26,LHR,BER,LH,2025-04-02,7,135.92,USD
2025-03-26,LHR,BER,EW,2025-04-02,7,97.99,USD
2025-03-26,LHR,BER,U2,2025-04-02,7,132.94,USD
2025-03-19,LHR,BER,BA,2025-04-02,14,106.45,USD
2025-03-19,LHR,BER,LH,2025-04-02,14,110.57,USD
2025-03-19,LHR,BER,EW,2025-04-02,14,117.42,USD
2025-03-19,LHR,BER,U2,2025-04-02,14,126.64,USD
2025-03-03,LHR,BER,BA,2025-04-02,30,144.13,USD
2025-03-03,LHR,BER,LH,2025-04-02,30,122.48,USD
2025-03-03,LHR,BER,EW,2025-04-02,30,110.57,USD
2025-03-03,LHR,BER,U2,2025-04-02,30,116.58,USD
2025-02-01,LHR,BER,BA,2025-04-02,60,110.66,USD
2025-02-01,LHR,BER,LH,2025-04-02,60,109.25,USD
2025-02-01,LHR,BER,EW,2025-04-02,60,115.62,USD
2025-02-01,LHR,BER,U2,2025-04-02,60,136.76,USD
2025-01-02,LHR,BER,BA,2025-04-02,90,110.81,USD
2025-01-02,LHR,BER,LH,2025-04-02,90,144.97,USD
2025-01-02,LHR,BER,EW,2025-04-02,90,118.42,USD
2025-01-02,LHR,BER,U2,2025-04-02,90,79.52,USD
2025-04-02,LHR,BER,BA,2025-04-03,1,136.56,USD
2025-04-02,LHR,BER,LH,2025-04-03,1,158.85,USD
2025-04-02,LHR,BER,EW,2025-04-03,1,197.2,USD
2025-04-02,LHR,BER,U2,2025-04-03,1,172.58,USD
2025-03-31,LHR,BER,BA,2025-04-03,3,120.07,USD
2025-03-31,LHR,BER,LH,2025-04-03,3,138,USD
2025-03-31,LHR,BER,EW,2025-04-03,3,132.24,USD
2025-03-31,LHR,BER,U2,2025-04-03,3,143.73,USD
2025-03-27,LHR,BER,BA,2025-04-03,7,145.53,USD
2025-03-27,LHR,BER,LH,2025-04-03,7,122.91,USD
2025-03-27,LHR,BER,EW,2025-04-03,7,116.21,USD
2025-03-27,LHR,BER,U2,2025-04-03,7,130.23,USD
2025-03-20,LHR,BER,BA,2025-04-03,14,121.94,USD
2025-03-20,LHR,BER,LH,2025-04-03,14,122.69,USD
2025-03-20,LHR,BER,EW,2025-04-03,14,108.72,USD
2025-03-20,LHR,BER,U2,2025-04-03,14,127.46,USD
2025-03-04,LHR,BER,BA,2025-04-03,30,112.67,USD
2025-03-04,LHR,BER,LH,2025-04-03,30,124.21,USD
2025-03-04,LHR,BER,EW,2025-04-03,30,111.17,USD
2025-03-04,LHR,BER,U2,2025-04-03,30,122.6,USD
2025-02-02,LHR,BER,BA,2025-04-03,60,125.59,USD
2025-02-02,LHR,BER,LH,2025-04-03,60,143.64,USD
2025-02-02,LHR,BER,EW,2025-04-03,60,122.04,USD
2025-02-02,LHR,BER,U2,2025-04-03,60,129.96,USD
2025-01-03,LHR,BER,BA,2025-04-03,90,107.22,USD
2025-01-03,LHR,BER,LH,2025-04-03,90,106.2,USD
2025-01-03,LHR,BER,EW,2025-04-03,90,120.93,USD
2025-01-03,LHR,BER,U2,2025-04-03,90,132.7,USD
2025-04-03,LHR,BER,BA,2025-04-04,1,208.04,USD
2025-04-03,LHR,BER,LH,2025-04-04,1,204.5,USD
2025-04-03,LHR,BER,EW,2025-04-04,1,232.97,USD
2025-04-03,LHR,BER,U2,2025-04-04,1,178.08,USD
2025-04-01,LHR,BER,BA,2025-04-04,3,177.95,USD
2025-04-01,LHR,BER,LH,2025-04-04,3,147.51,USD
2025-04-01,LHR,BER,EW,2025-04-04,3,139.1,USD
2025-04-01,LHR,BER,U2,2025-04-04,3,144.96,USD
2025-03-28,LHR,BER,BA,2025-04-04,7,152.71,USD
2025-03-28,LHR,BER,LH,2025-04-04,7,153.3,USD
2025-03-28,LHR,BER,EW,2025-04-04,7,142.71,USD
2025-03-28,LHR,BER,U2,2025-04-04,7,129.47,USD
2025-03-21,LHR,BER,BA,2025-04-04,14,159.68,USD
2025-03-21,LHR,BER,LH,2025-04-04,14,161.77,USD
2025-03-21,LHR,BER,EW,2025-04-04,14,143.86,USD
2025-03-21,LHR,BER,U2,2025-04-04,14,114.46,USD
2025-03-05,LHR,BER,BA,2025-04-04,30,100.92,USD
2025-03-05,LHR,BER,LH,2025-04-04,30,141.63,USD
2025-03-05,LHR,BER,EW,2025-04-04,30,126.44,USD
2025-03-05,LHR,BER,U2,2025-04-04,30,154.52,USD
2025-02-03,LHR,BER,BA,2025-04-04,60,122.92,USD
2025-02-03,LHR,BER,LH,2025-04-04,60,118.53,USD
2025-02-03,LHR,BER,EW,2025-04-04,60,144.03,USD
2025-02-03,LHR,BER,U2,2025-04-04,60,162.26,USD
2025-01-04,LHR,BER,BA,2025-04-04,90,161.57,USD
2025-01-04,LHR,BER,LH,2025-04-04,90,132.42,USD
2025-01-04,LHR,BER,EW,2025-04-04,90,151.05,USD
2025-01-04,LHR,BER,U2,2025-04-04,90,148.58,USD
2025-04-04,LHR,BER,BA,2025-04-05,1,208.76,USD
2025-04-04,LHR,BER,LH,2025-04-05,1,199.43,USD
2025-04-04,LHR,BER,EW,2025-04-05,1,165.79,USD
2025-04-04,LHR,BER,U2,2025-04-05,1,149.42,USD
2025-04-02,LHR,BER,BA,2025-04-05,3,122.71,USD
2025-04-02,LHR,BER,LH,2025-04-05,3,144.52,USD
2025-04-02,LHR,BER,EW,2025-04-05,3,170.13,USD
2025-04-02,LHR,BER,U2,2025-04-05,3,170.94,USD
2025-03-29,LHR,BER,BA,2025-04-05,7,132.05,USD
2025-03-29,LHR,BER,LH,2025-04-05,7,128.67,USD
2025-03-29,LHR,BER,EW,2025-04-05,7,140.43,USD
2025-03-29,LHR,BER,U2,2025-04-05,7,144.07,USD
2025-03-22,LHR,BER,BA,2025-04-05,14,134.92,USD
2025-03-22,LHR,BER,LH,2025-04-05,14,145.16,USD
2025-03-22,LHR,BER,EW,2025-04-05,14,136.01,USD
2025-03-22,LHR,BER,U2,2025-04-05,14,124.32,USD
2025-03-06,LHR,BER,BA,2025-04-05,30,143.66,USD
2025-03-06,LHR,BER,LH,2025-04-05,30,106.05,USD
2025-03-06,LHR,BER,EW,2025-04-05,30,140.23,USD
2025-03-06,LHR,BER,U2,2025-04-05,30,141.37,USD
2025-02-04,LHR,BER,BA,2025-04-05,60,119.81,USD
2025-02-04,LHR,BER,LH,2025-04-05,60,135.61,USD
2025-02-04,LHR,BER,EW,2025-04-05,60,129.48,USD
2025-02-04,LHR,BER,U2,2025-04-05,60,151.51,USD
2025-01-05,LHR,BER,BA,2025-04-05,90,136.47,USD
2025-01-05,LHR,BER,LH,2025-04-05,90,120.81,USD
2025-01-05,LHR,BER,EW,2025-04-05,90,136.65,USD
2025-01-05,LHR,BER,U2,2025-04-05,90,160.76,USD
2025-04-05,LHR,BER,BA,2025-04-06,1,186.25,USD
2025-04-05,LHR,BER,LH,2025-04-06,1,159.5,USD
2025-04-05,LHR,BER,EW,2025-04-06,1,211.35,USD
2025-04-05,LHR,BER,U2,2025-04-06,1,191.13,USD
2025-04-03,LHR,BER,BA,2025-04-06,3,141.77,USD
2025-04-03,LHR,BER,LH,2025-04-06,3,138.15,USD
2025-04-03,LHR,BER,EW,2025-04-06,3,155.94,USD
2025-04-03,LHR,BER,U2,2025-04-06,3,145.85,USD
2025-03-30,LHR,BER,BA,2025-04-06,7,154.21,USD
2025-03-30,LHR,BER,LH,2025-04-06,7,145.98,USD
2025-03-30,LHR,BER,EW,2025-04-06,7,125.04,USD
2025-03-30,LHR,BER,U2,2025-04-06,7,130.64,USD
2025-03-23,LHR,BER,BA,2025-04-06,14,131.19,USD
2025-03-23,LHR,BER,LH,2025-04-06,14,124.58,USD
2025-03-23,LHR,BER,EW,2025-04-06,14,145.79,USD
2025-03-23,LHR,BER,U2,2025-04-06,14,172.88,USD
2025-03-07,LHR,BER,BA,2025-04-06,30,127.29,USD
2025-03-07,LHR,BER,LH,2025-04-06,30,137.2,USD
2025-03-07,LHR,BER,EW,2025-04-06,30,158.55,USD
2025-03-07,LHR,BER,U2,2025-04-06,30,140.84,USD
2025-02-05,LHR,BER,BA,2025-04-06,60,147,USD
2025-02-05,LHR,BER,LH,2025-04-06,60,128.53,USD
2025-02-05,LHR,BER,EW,2025-04-06,60,139.78,USD
2025-02-05,LHR,BER,U2,2025-04-06,60,151.72,USD
2025-01-06,LHR,BER,BA,2025-04-06,90,130.2,USD
2025-01-06,LHR,BER,LH,2025-04-06,90,134.39,USD
2025-01-06,LHR,BER,EW,2025-04-06,90,126.57,USD
2025-01-06,LHR,BER,U2,2025-04-06,90,121.39,USD
2025-04-06,LHR,BER,BA,2025-04-07,1,205.75,USD
2025-04-06,LHR,BER,LH,2025-04-07,1,175.3,USD
2025-04-06,LHR,BER,EW,2025-04-07,1,204.15,USD
2025-04-06,LHR,BER,U2,2025-04-07,1,151.46,USD
2025-04-04,LHR,BER,BA,2025-04-07,3,139.3,USD
2025-04-04,LHR,BER,LH,2025-04-07,3,140.55,USD
2025-04-04,LHR,BER,EW,2025-04-07,3,118.93,USD
2025-04-04,LHR,BER,U2,2025-04-07,3,96.12,USD
2025-03-31,LHR,BER,BA,2025-04-07,7,100.13,USD
2025-03-31,LHR,BER,LH,2025-04-07,7,106.56,USD
2025-03-31,LHR,BER,EW,2025-04-07,7,138.96,USD
2025-03-31,LHR,BER,U2,2025-04-07,7,127.85,USD
2025-03-24,LHR,BER,BA,2025-04-07,14,118.82,USD
2025-03-24,LHR,BER,LH,2025-04-07,14,112.33,USD
2025-03-24,LHR,BER,EW,2025-04-07,14,140.76,USD
2025-03-24,LHR,BER,U2,2025-04-07,14,139.05,USD
2025-03-08,LHR,BER,BA,2025-04-07,30,102.35,USD
2025-03-08,LHR,BER,LH,2025-04-07,30,104.86,USD
2025-03-08,LHR,BER,EW,2025-04-07,30,140.21,USD
2025-03-08,LHR,BER,U2,2025-04-07,30,116.56,USD
2025-02-06,LHR,BER,BA,2025-04-07,60,96.92,USD
2025-02-06,LHR,BER,LH,2025-04-07,60,99.38,USD
2025-02-06,LHR,BER,EW,2025-04-07,60,95.92,USD
2025-02-06,LHR,BER,U2,2025-04-07,60,145.33,USD
2025-01-07,LHR,BER,BA,2025-04-07,90,124.55,USD
2025-01-07,LHR,BER,LH,2025-04-07,90,100.09,USD
2025-01-07,LHR,BER,EW,2025-04-07,90,150.7,USD
2025-01-07,LHR,BER,U2,2025-04-07,90,118.89,USD
2025-04-07,LHR,BER,BA,2025-04-08,1,170.07,USD
2025-04-07,LHR,BER,LH,2025-04-08,1,178.25,USD
2025-04-07,LHR,BER,EW,2025-04-08,1,183.82,USD
2025-04-07,LHR,BER,U2,2025-04-08,1,173.07,USD
2025-04-05,LHR,BER,BA,2025-04-08,3,124.53,USD
2025-04-05,LHR,BER,LH,2025-04-08,3,137.9,USD
2025-04-05,LHR,BER,EW,2025-04-08,3,132.99,USD
2025-04-05,LHR,BER,U2,2025-04-08,3,127.92,USD
2025-04-01,LHR,BER,BA,2025-04-08,7,136.64,USD
2025-04-01,LHR,BER,LH,2025-04-08,7,111.59,USD
2025-04-01,LHR,BER,EW,2025-04-08,7,158.57,USD
2025-04-01,LHR,BER,U2,2025-04-08,7,100.03,USD
2025-03-25,LHR,BER,BA,2025-04-08,14,122.57,USD
2025-03-25,LHR,BER,LH,2025-04-08,14,128.68,USD
2025-03-25,LHR,BER,EW,2025-04-08,14,133.59,USD
2025-03-25,LHR,BER,U2,2025-04-08,14,104.84,USD
2025-03-09,LHR,BER,BA,2025-04-08,30,137.31,USD
2025-03-09,LHR,BER,LH,2025-04-08,30,124.28,USD
2025-03-09,LHR,BER,EW,2025-04-08,30,112.38,USD
2025-03-09,LHR,BER,U2,2025-04-08,30,111.98,USD
2025-02-07,LHR,BER,BA,2025-04-08,60,129.36,USD
2025-02-07,LHR,BER,LH,2025-04-08,60,119.93,USD
2025-02-07,LHR,BER,EW,2025-04-08,60,147.3,USD
2025-02-07,LHR,BER,U2,2025-04-08,60,129.75,USD
2025-01-08,LHR,BER,BA,2025-04-08,90,114.86,USD
2025-01-08,LHR,BER,LH,2025-04-08,90,107.89,USD
2025-01-08,LHR,BER,EW,2025-04-08,90,134.93,USD
2025-01-08,LHR,BER,U2,2025-04-08,90,133.92,USD
2025-04-08,LHR,BER,BA,2025-04-09,1,177.85,USD
2025-04-08,LHR,BER,LH,2025-04-09,1,112.25,USD
2025-04-08,LHR,BER,EW,2025-04-09,1,158.35,USD
2025-04-08,LHR,BER,U2,2025-04-09,1,194.36,USD
2025-04-06,LHR,BER,BA,2025-04-09,3,131.08,USD
2025-04-06,LHR,BER,LH,2025-04-09,3,133.31,USD
2025-04-06,LHR,BER,EW,2025-04-09,3,136.78,USD
2025-04-06,LHR,BER,U2,2025-04-09,3,151.64,USD
2025-04-02,LHR,BER,BA,2025-04-09,7,122.44,USD
2025-04-02,LHR,BER,LH,2025-04-09,7,114.39,USD
2025-04-02,LHR,BER,EW,2025-04-09,7,142.21,USD
2025-04-02,LHR,BER,U2,2025-04-09,7,132.06,USD
2025-03-26,LHR,BER,BA,2025-04-09,14,117.89,USD
2025-03-26,LHR,BER,LH,2025-04-09,14,124.53,USD
2025-03-26,LHR,BER,EW,2025-04-09,14,97.66,USD
2025-03-26,LHR,BER,U2,2025-04-09,14,140.11,USD
2025-03-10,LHR,BER,BA,2025-04-09,30,117.03,USD
2025-03-10,LHR,BER,LH,2025-04-09,30,119.67,USD
2025-03-10,LHR,BER,EW,2025-04-09,30,133.06,USD
2025-03-10,LHR,BER,U2,2025-04-09,30,138.38,USD
2025-02-08,LHR,BER,BA,2025-04-09,60,121.83,USD
2025-02-08,LHR,BER,LH,2025-04-09,60,142.86,USD
2025-02-08,LHR,BER,EW,2025-04-09,60,143.08,USD
2025-02-08,LHR,BER,U2,2025-04-09,60,128.11,USD
2025-01-09,LHR,BER,BA,2025-04-09,90,106.34,USD
2025-01-09,LHR,BER,LH,2025-04-09,90,123.89,USD
2025-01-09,LHR,BER,EW,2025-04-09,90,118.9,USD
2025-01-09,LHR,BER,U2,2025-04-09,90,107.23,USD
2025-04-09,LHR,BER,BA,2025-04-10,1,138.48,USD
2025-04-09,LHR,BER,LH,2025-04-10,1,213.74,USD
2025-04-09,LHR,BER,EW,2025-04-10,1,131.85,USD
2025-04-09,LHR,BER,U2,2025-04-10,1,169.96,USD
2025-04-07,LHR,BER,BA,2025-04-10,3,122.41,USD
2025-04-07,LHR,BER,LH,2025-04-10,3,142.67,USD
2025-04-07,LHR,BER,EW,2025-04-10,3,121.94,USD
2025-04-07,LHR,BER,U2,2025-04-10,3,128.36,USD
2025-04-03,LHR,BER,BA,2025-04-10,7,120.7,USD
2025-04-03,LHR,BER,LH,2025-04-10,7,137.1,USD
2025-04-03,LHR,BER,EW,2025-04-10,7,110.49,USD
2025-04-03,LHR,BER,U2,2025-04-10,7,113.65,USD
2025-03-27,LHR,BER,BA,2025-04-10,14,130.95,USD
2025-03-27,LHR,BER,LH,2025-04-10,14,144.41,USD
